;LoadPoint;Bandwidth;src;dest;;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;;;
blocking probabilities per pair;4;all;28;14; ;0.025;0.006369427;0;0;0.015037594;0.008130081;0;0.02739726;0;0.013422819;;;;
blocking probabilities per pair;4;all;19;5; ;0.048611111;0.059701493;0.078571429;0.014388489;0.040268456;0.02739726;0.031746032;0.024691358;0.023076923;0.031746032;;;;
blocking probabilities per pair;4;all;19;24; ;0.008196721;0;0;0;0;0.007194245;0;0;0;0.013422819;;;;
blocking probabilities per pair;4;all;14;11; ;0;0.008064516;0;0.007633588;0;0;0;0.013422819;0.007352941;0.008333333;;;;
blocking probabilities per pair;4;all;21;7; ;0.015503876;0.015151515;0.028571429;0.055555556;0.013888889;0.025862069;0.021276596;0.026490066;0.00621118;0.033783784;;;;
blocking probabilities per pair;4;all;11;5; ;0.023255814;0.034188034;0.04375;0.036764706;0.033557047;0.02173913;0.020689655;0.035714286;0.044444444;0.015151515;;;;
blocking probabilities per pair;4;all;27;2; ;0.006849315;0.013986014;0;0.007518797;0.012903226;0.013793103;0.021428571;0.007194245;0.007936508;0.007407407;;;;
blocking probabilities per pair;4;all;28;9; ;0.006849315;0.00729927;0.022058824;0.015748031;0;0;0;0.027210884;0;0;;;;
blocking probabilities per pair;4;all;4;20; ;0;0.006896552;0.01875;0.01242236;0.007142857;0.007407407;0;0.006993007;0;0.006622517;;;;
blocking probabilities per pair;4;all;8;2; ;0;0;0;0.007194245;0.006849315;0.022058824;0;0.02173913;0;0;;;;
blocking probabilities per pair;4;all;1;5; ;0.019736842;0.031496063;0.027210884;0.013513514;0.03875969;0.027586207;0.028776978;0.048275862;0.015873016;0.020547945;;;;
blocking probabilities per pair;4;all;15;4; ;0;0.008333333;0.007575758;0;0;0;0.014285714;0.016806723;0;0.007246377;;;;
blocking probabilities per pair;4;all;5;21; ;0.030674847;0.02173913;0.01986755;0.013333333;0.025641026;0.035714286;0.03030303;0.012048193;0.021126761;0.018867925;;;;
blocking probabilities per pair;4;all;28;16; ;0.006896552;0;0;0.014492754;0;0.024;0;0.007194245;0;0.006666667;;;;
blocking probabilities per pair;4;all;21;24; ;0.039473684;0.02027027;0.042857143;0.012903226;0.034013605;0.01369863;0.03030303;0.014705882;0.040268456;0.023622047;;;;
blocking probabilities per pair;4;all;28;21; ;0.007194245;0.006756757;0.01369863;0.006944444;0;0.007575758;0;0.006493506;0.007751938;0.007936508;;;;
blocking probabilities per pair;4;all;15;27; ;0.014925373;0.007042254;0.022556391;0.015037594;0;0.013157895;0;0.006993007;0.007874016;0.008;;;;
blocking probabilities per pair;4;all;11;20; ;0.007407407;0.006097561;0;0;0.006802721;0.013793103;0.006849315;0;0;0;;;;
blocking probabilities per pair;4;all;16;14; ;0.007142857;0.008064516;0;0.015267176;0;0.015873016;0;0;0.007194245;0;;;;
blocking probabilities per pair;4;all;4;22; ;0.020408163;0.012820513;0.007092199;0.015625;0.007874016;0.006993007;0.007462687;0.016129032;0.006578947;0;;;;
blocking probabilities per pair;4;all;13;6; ;0.014388489;0.007194245;0;0.007575758;0.007246377;0.006622517;0.023076923;0.036809816;0.038167939;0.01369863;;;;
blocking probabilities per pair;4;all;4;3; ;0;0;0;0;0;0;0;0;0;0.007246377;;;;
blocking probabilities per pair;4;all;26;10; ;0;0.00621118;0;0.011764706;0;0;0.006849315;0;0;0;;;;
blocking probabilities per pair;4;all;18;3; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;16;2; ;0.021582734;0.030534351;0.013422819;0;0.022058824;0.006849315;0.022058824;0.006802721;0.028571429;0;;;;
blocking probabilities per pair;4;all;5;27; ;0.006756757;0;0.006711409;0;0;0;0.007462687;0;0.006578947;0;;;;
blocking probabilities per pair;4;all;3;26; ;0.006451613;0.007462687;0.007092199;0;0.016666667;0.008196721;0.014285714;0;0.007407407;0.012578616;;;;
blocking probabilities per pair;4;all;28;5; ;0.008;0.018987342;0.021428571;0.014084507;0.015384615;0.026315789;0.015151515;0;0;0.007575758;;;;
blocking probabilities per pair;4;all;16;17; ;0.054421769;0.012658228;0.035971223;0.0125;0.013245033;0.02;0.016949153;0.018867925;0.02238806;0.02027027;;;;
blocking probabilities per pair;4;all;28;13; ;0.016;0.031007752;0;0;0;0.007692308;0.006896552;0.01910828;0;0;;;;
blocking probabilities per pair;4;all;19;14; ;0;0;0;0.007092199;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;6;10; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;10;28; ;0.007462687;0.013157895;0.00617284;0;0.006410256;0.007352941;0;0;0.007246377;0;;;;
blocking probabilities per pair;4;all;3;4; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;17;26; ;0.052238806;0.028169014;0.027027027;0.007462687;0.053571429;0.028571429;0.015748031;0.035211268;0.006993007;0.007462687;;;;
blocking probabilities per pair;4;all;23;26; ;0.020979021;0.012345679;0.028776978;0.047619048;0.035714286;0.021126761;0.024;0.023076923;0.008130081;0.026666667;;;;
blocking probabilities per pair;4;all;22;11; ;0.028368794;0.015037594;0.007194245;0.026845638;0.025210084;0.031847134;0.01754386;0.013605442;0.007751938;0.007518797;;;;
blocking probabilities per pair;4;all;22;7; ;0.025477707;0.008;0.023076923;0.026086957;0.013333333;0.030769231;0.024590164;0.013422819;0.012987013;0.018987342;;;;
blocking probabilities per pair;4;all;21;2; ;0.006493506;0.007633588;0.006622517;0.02739726;0;0.013605442;0.008264463;0.006666667;0.0234375;0.006622517;;;;
blocking probabilities per pair;4;all;10;9; ;0;0;0;0;0;0;0;0.007092199;0;0;;;;
blocking probabilities per pair;4;all;26;1; ;0.030534351;0.023076923;0.008403361;0.006578947;0.033057851;0;0.014492754;0;0;0;;;;
blocking probabilities per pair;4;all;22;19; ;0.022222222;0.021582734;0.023809524;0.026845638;0.029411765;0.024;0.007518797;0.024590164;0.033112583;0.008403361;;;;
blocking probabilities per pair;4;all;24;19; ;0;0;0;0;0;0;0.011764706;0;0;0;;;;
blocking probabilities per pair;4;all;9;25; ;0.015037594;0;0.006666667;0.007042254;0.015625;0.014184397;0.007246377;0;0;0.007518797;;;;
blocking probabilities per pair;4;all;14;26; ;0.01910828;0.013071895;0.00729927;0.007518797;0.013888889;0.007462687;0.012658228;0;0.019607843;0.007518797;;;;
blocking probabilities per pair;4;all;9;11; ;0.014388489;0.023622047;0.007352941;0.014492754;0.014184397;0.015625;0.006410256;0.007194245;0.027027027;0.015267176;;;;
blocking probabilities per pair;4;all;24;10; ;0.016260163;0.021276596;0;0.062937063;0.029850746;0.040322581;0.019354839;0.01369863;0.019736842;0.006756757;;;;
blocking probabilities per pair;4;all;5;16; ;0.013888889;0;0.012578616;0.02027027;0.006060606;0.007575758;0.00729927;0.013793103;0.019354839;0.013245033;;;;
blocking probabilities per pair;4;all;3;6; ;0.019354839;0.032894737;0.034722222;0.025641026;0.03649635;0.041666667;0.057971014;0.037878788;0.014084507;0.066666667;;;;
blocking probabilities per pair;4;all;2;8; ;0;0;0.007633588;0;0.02173913;0;0.00729927;0.012903226;0.007142857;0.015625;;;;
blocking probabilities per pair;4;all;3;7; ;0.008130081;0.024390244;0.047244094;0.021428571;0.038216561;0.034013605;0.035971223;0.025641026;0.007194245;0.060810811;;;;
blocking probabilities per pair;4;all;22;14; ;0.007142857;0;0;0.02238806;0;0.021428571;0.038167939;0.007142857;0.007042254;0;;;;
blocking probabilities per pair;4;all;28;15; ;0.008196721;0;0.0078125;0;0.007194245;0.006993007;0;0.007407407;0.021126761;0.01459854;;;;
blocking probabilities per pair;4;all;12;8; ;0;0;0.006711409;0;0.01369863;0;0;0;0;0.007936508;;;;
blocking probabilities per pair;4;all;18;11; ;0.008130081;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;21;17; ;0;0.040540541;0.01986755;0.006756757;0.032679739;0.022222222;0;0.045454545;0.007633588;0.027777778;;;;
blocking probabilities per pair;4;all;2;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;22;9; ;0.006993007;0.00729927;0.014084507;0.013513514;0;0.006289308;0;0;0;0.007352941;;;;
blocking probabilities per pair;4;all;23;18; ;0;0;0;0.007246377;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;24;8; ;0.022058824;0;0.014705882;0;0.031007752;0.028571429;0.01875;0.015037594;0.015037594;0.023622047;;;;
blocking probabilities per pair;4;all;9;1; ;0.007194245;0.006944444;0.007518797;0.008;0;0.0078125;0.022900763;0.007751938;0;0.013605442;;;;
blocking probabilities per pair;4;all;17;4; ;0.008064516;0;0.006756757;0.015267176;0.014084507;0.01183432;0.007462687;0.016129032;0.006993007;0.017241379;;;;
blocking probabilities per pair;4;all;26;7; ;0.0390625;0.018987342;0.014492754;0.006896552;0.008;0.024590164;0.024590164;0.006993007;0.020833333;0.007092199;;;;
blocking probabilities per pair;4;all;1;11; ;0.006849315;0.008064516;0;0;0;0;0.006849315;0;0;0;;;;
blocking probabilities per pair;4;all;9;28; ;0.007633588;0;0.007407407;0;0.007751938;0.006578947;0.006666667;0;0.007407407;0;;;;
blocking probabilities per pair;4;all;27;20; ;0;0;0.007352941;0;0.00729927;0.007518797;0;0;0.014492754;0.008064516;;;;
blocking probabilities per pair;4;all;20;22; ;0;0.00729927;0.008547009;0;0.024242424;0.006369427;0;0.013986014;0;0.006896552;;;;
blocking probabilities per pair;4;all;14;23; ;0.014084507;0.008130081;0.014084507;0;0.014285714;0.006756757;0.01369863;0.006711409;0.007194245;0.006666667;;;;
blocking probabilities per pair;4;all;3;25; ;0.022058824;0.021276596;0.030075188;0.035502959;0.020547945;0.028571429;0.021428571;0.012738854;0.014492754;0;;;;
blocking probabilities per pair;4;all;28;12; ;0.006535948;0.043478261;0.01369863;0.02238806;0;0;0.01242236;0.016;0.006944444;0.006896552;;;;
blocking probabilities per pair;4;all;6;26; ;0.007042254;0;0;0;0.006944444;0;0;0.006896552;0.007142857;0;;;;
blocking probabilities per pair;4;all;15;3; ;0;0.008403361;0.007575758;0;0.008264463;0;0.02;0.014285714;0;0.0234375;;;;
blocking probabilities per pair;4;all;5;20; ;0.014925373;0;0.008064516;0.02484472;0.007194245;0.028169014;0.017964072;0.015873016;0.014084507;0;;;;
blocking probabilities per pair;4;all;4;11; ;0;0;0;0;0;0;0;0.006535948;0;0;;;;
blocking probabilities per pair;4;all;17;18; ;0;0;0;0;0.006993007;0;0;0;0;0.006666667;;;;
blocking probabilities per pair;4;all;26;4; ;0.00729927;0.037878788;0.007462687;0.013071895;0.013333333;0.006578947;0;0.006134969;0.007042254;0.038461538;;;;
blocking probabilities per pair;4;all;27;7; ;0.054263566;0;0.006535948;0.041322314;0;0.020979021;0.015151515;0.031914894;0.024193548;0.007751938;;;;
blocking probabilities per pair;4;all;6;18; ;0.013245033;0.031055901;0.026315789;0.032467532;0.02739726;0.013245033;0.060606061;0.007407407;0.039735099;0.020833333;;;;
blocking probabilities per pair;4;all;26;2; ;0;0.019480519;0.006289308;0;0.014814815;0.006849315;0;0.01986755;0.00729927;0.018518519;;;;
blocking probabilities per pair;4;all;8;16; ;0;0.014492754;0;0;0.00729927;0.006666667;0;0.007352941;0.007462687;0.013793103;;;;
blocking probabilities per pair;4;all;3;14; ;0;0;0.007194245;0;0.00617284;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;6;20; ;0;0.007575758;0.008403361;0.007462687;0.006993007;0;0.016666667;0.007142857;0;0;;;;
blocking probabilities per pair;4;all;18;23; ;0;0;0;0;0.008064516;0;0;0;0.006410256;0;;;;
blocking probabilities per pair;4;all;5;19; ;0.032894737;0.047945205;0.018987342;0.043859649;0.023255814;0.026490066;0.052238806;0.085271318;0.06;0.029850746;;;;
blocking probabilities per pair;4;all;13;26; ;0.006410256;0.045751634;0.006666667;0.017751479;0.006896552;0.007518797;0;0.020134228;0;0;;;;
blocking probabilities per pair;4;all;17;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;9;4; ;0;0;0;0.007142857;0;0.006097561;0;0.008547009;0;0.006896552;;;;
blocking probabilities per pair;4;all;26;6; ;0.006802721;0.007751938;0;0;0;0;0;0;0.006451613;0.007751938;;;;
blocking probabilities per pair;4;all;6;25; ;0.027210884;0.020547945;0.028169014;0.032520325;0.035714286;0.038167939;0.026785714;0.016528926;0.018518519;0.02189781;;;;
blocking probabilities per pair;4;all;27;6; ;0;0;0;0;0;0.007042254;0;0;0;0;;;;
blocking probabilities per pair;4;all;21;27; ;0;0;0.008547009;0.015267176;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;2;20; ;0.014285714;0.013605442;0;0.013422819;0.014184397;0.0625;0.02189781;0.007042254;0.007692308;0;;;;
blocking probabilities per pair;4;all;2;12; ;0.007246377;0.007936508;0;0;0.006849315;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;4;26; ;0.006711409;0.007092199;0.038709677;0.01242236;0;0.012658228;0.007692308;0.007874016;0;0.007352941;;;;
blocking probabilities per pair;4;all;10;17; ;0.016528926;0.035460993;0.022058824;0.014388489;0.014184397;0.032894737;0.007142857;0.020547945;0.040322581;0.02739726;;;;
blocking probabilities per pair;4;all;8;27; ;0.012987013;0.011494253;0.0125;0;0.005988024;0.008064516;0;0.020979021;0;0;;;;
blocking probabilities per pair;4;all;9;3; ;0.006756757;0;0.006896552;0;0.007194245;0.006493506;0.008196721;0.033557047;0;0.006944444;;;;
blocking probabilities per pair;4;all;6;22; ;0;0;0;0;0.006666667;0;0;0.008403361;0;0;;;;
blocking probabilities per pair;4;all;11;25; ;0.013986014;0.006535948;0.022556391;0.013422819;0;0.007936508;0.013157895;0.007407407;0.014184397;0;;;;
blocking probabilities per pair;4;all;6;3; ;0.035714286;0.029850746;0.014705882;0;0.030864198;0.015267176;0.025157233;0.037037037;0.008333333;0.02238806;;;;
blocking probabilities per pair;4;all;22;24; ;0.013793103;0.026845638;0.041958042;0.031496063;0.01986755;0.040268456;0.027210884;0.025974026;0.046875;0.045454545;;;;
blocking probabilities per pair;4;all;1;26; ;0.015151515;0.023809524;0.007575758;0;0.014285714;0.006060606;0;0.035714286;0;0.027272727;;;;
blocking probabilities per pair;4;all;26;22; ;0;0.013422819;0.007092199;0;0;0;0;0.007352941;0;0.006666667;;;;
blocking probabilities per pair;4;all;14;22; ;0;0;0.007751938;0.019607843;0.008;0.00729927;0.007092199;0.014814815;0;0.007692308;;;;
blocking probabilities per pair;4;all;27;21; ;0;0;0;0;0;0;0;0.006289308;0;0.013793103;;;;
blocking probabilities per pair;4;all;3;9; ;0.012195122;0.007142857;0.007142857;0;0.015384615;0.014492754;0;0;0;0.026490066;;;;
blocking probabilities per pair;4;all;10;2; ;0.02;0;0.008928571;0.007751938;0;0;0.007575758;0.013793103;0.014285714;0.028169014;;;;
blocking probabilities per pair;4;all;12;2; ;0.006896552;0;0;0;0;0;0.007462687;0;0;0;;;;
blocking probabilities per pair;4;all;21;11; ;0;0;0.015384615;0.013157895;0.007575758;0.00729927;0;0.02;0.0078125;0.013157895;;;;
blocking probabilities per pair;4;all;4;7; ;0.013333333;0.0234375;0.007751938;0.042857143;0;0;0.006756757;0.024390244;0;0.040650407;;;;
blocking probabilities per pair;4;all;26;28; ;0.022222222;0;0.009090909;0;0;0;0;0;0;0.007936508;;;;
blocking probabilities per pair;4;all;4;16; ;0.015037594;0;0.013333333;0.034013605;0.017857143;0.023255814;0.015267176;0.007462687;0.015151515;0.00729927;;;;
blocking probabilities per pair;4;all;19;21; ;0;0.007194245;0.014184397;0;0;0.007407407;0;0;0.007194245;0;;;;
blocking probabilities per pair;4;all;15;26; ;0.007751938;0.006666667;0.007246377;0.020979021;0;0.014388489;0.006666667;0.00729927;0.00729927;0;;;;
blocking probabilities per pair;4;all;21;3; ;0.006802721;0;0.007246377;0.008547009;0.006329114;0;0.02919708;0.020833333;0.014184397;0.007633588;;;;
blocking probabilities per pair;4;all;25;8; ;0.04;0;0.007575758;0.022900763;0;0.006993007;0.006896552;0.026143791;0;0.008474576;;;;
blocking probabilities per pair;4;all;23;27; ;0.089041096;0.049586777;0.086092715;0.058394161;0.008547009;0.09375;0.008403361;0.04516129;0.032786885;0.039370079;;;;
blocking probabilities per pair;4;all;3;18; ;0;0;0;0;0.007092199;0;0.007194245;0;0;0.006535948;;;;
blocking probabilities per pair;4;all;1;23; ;0.020689655;0.006369427;0;0;0.015267176;0.006802721;0.022058824;0.03164557;0.007575758;0;;;;
blocking probabilities per pair;4;all;2;28; ;0.041958042;0.092307692;0.05;0.047244094;0.053846154;0.087837838;0.044776119;0.089430894;0.069230769;0.071428571;;;;
blocking probabilities per pair;4;all;11;8; ;0;0.006944444;0;0;0.007692308;0;0.007142857;0;0;0;;;;
blocking probabilities per pair;4;all;15;18; ;0.006802721;0;0.007142857;0;0;0;0;0.018404908;0;0.007874016;;;;
blocking probabilities per pair;4;all;21;28; ;0.006622517;0.008130081;0;0.007246377;0;0.006666667;0.007352941;0.007936508;0.007246377;0;;;;
blocking probabilities per pair;4;all;14;9; ;0;0;0.006944444;0.006711409;0;0.01369863;0;0;0.007092199;0;;;;
blocking probabilities per pair;4;all;16;10; ;0;0.007407407;0;0.007407407;0.012578616;0.00729927;0.006666667;0;0;0;;;;
blocking probabilities per pair;4;all;28;3; ;0.013333333;0.038961039;0.006802721;0.006666667;0.012578616;0.01459854;0;0.055555556;0.014814815;0.015037594;;;;
blocking probabilities per pair;4;all;3;8; ;0;0.007194245;0;0.014184397;0;0.007407407;0;0;0;0;;;;
blocking probabilities per pair;4;all;20;11; ;0.019607843;0.007633588;0.006802721;0.014184397;0.007142857;0.008928571;0;0.020689655;0.013605442;0.007092199;;;;
blocking probabilities per pair;4;all;4;12; ;0;0;0;0;0;0;0;0;0;0.007092199;;;;
blocking probabilities per pair;4;all;6;5; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;9;17; ;0.025641026;0.006756757;0.023809524;0;0.021126761;0.035714286;0.03649635;0.022556391;0;0.0390625;;;;
blocking probabilities per pair;4;all;15;8; ;0;0;0.006535948;0;0.013333333;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;26;16; ;0;0;0;0.007692308;0;0;0;0.006993007;0;0.013888889;;;;
blocking probabilities per pair;4;all;14;25; ;0.007092199;0.015267176;0;0.022900763;0;0.014084507;0.0078125;0.007042254;0;0.006849315;;;;
blocking probabilities per pair;4;all;17;8; ;0.020134228;0.021428571;0.02189781;0.006849315;0.013888889;0.043165468;0.022727273;0.022727273;0.013333333;0.02739726;;;;
blocking probabilities per pair;4;all;1;9; ;0.007194245;0.035211268;0.018867925;0.007092199;0;0.029411765;0.014184397;0;0;0.019736842;;;;
blocking probabilities per pair;4;all;26;11; ;0.015384615;0.006802721;0.007352941;0;0.014814815;0.023076923;0;0.008064516;0;0.012903226;;;;
blocking probabilities per pair;4;all;2;18; ;0.006944444;0;0.013605442;0.006849315;0;0.007246377;0.006849315;0.006578947;0;0;;;;
blocking probabilities per pair;4;all;8;11; ;0.014388489;0;0.014388489;0.006535948;0;0;0;0.014492754;0;0;;;;
blocking probabilities per pair;4;all;27;16; ;0.006896552;0;0;0;0.007042254;0;0.007352941;0.006896552;0.007194245;0.014814815;;;;
blocking probabilities per pair;4;all;27;5; ;0.006711409;0;0.006622517;0;0.015625;0.007874016;0.007407407;0;0;0;;;;
blocking probabilities per pair;4;all;10;18; ;0.020547945;0.016;0;0.00617284;0.007518797;0.008;0.008333333;0.013605442;0;0.007352941;;;;
blocking probabilities per pair;4;all;13;3; ;0.007352941;0;0.014925373;0.006289308;0;0;0;0;0;0;;;;
blocking probabilities per pair;4;all;24;6; ;0.065359477;0.081761006;0.0625;0.075342466;0.086666667;0.058823529;0.051851852;0.083333333;0.069230769;0.053691275;;;;
blocking probabilities per pair;4;all;22;25; ;0;0.007042254;0;0.019736842;0;0.006802721;0;0;0;0;;;;
blocking probabilities per pair;4;all;28;20; ;0;0.015151515;0.00621118;0;0.013605442;0;0.014184397;0.0078125;0.027586207;0;;;;
blocking probabilities per pair;4;all;11;2; ;0;0.006060606;0;0;0;0.007462687;0;0;0;0.007751938;;;;
